Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Altai Krai,Russia,2021-07-30 05:30:44,52.693224300000004,82.69314240000001,61535,2894,48833,9808.0,,2618.421500544662,,,4.703014544568132,64302,RUS,,
Altai Republic,Russia,2021-07-30 05:30:44,50.7114101,86.8572186,19327,271,17892,1164.0,,8863.034994474074,,,1.4021834738966212,64303,RUS,,
Amur Oblast,Russia,2021-07-30 05:30:44,52.8032368,128.437295,27439,339,24666,2434.0,,3436.6451910263218,,,1.2354677648602355,64304,RUS,,
Arkhangelsk Oblast,Russia,2021-07-30 05:30:44,63.5589686,43.1221646,73509,1083,69043,3383.0,,6364.261299293177,,,1.4732889850222421,64305,RUS,,
Astrakhan Oblast,Russia,2021-07-30 05:30:44,47.1878186,47.608851,42807,1084,36354,5369.0,,4207.0182818123385,,,2.5322961197934917,64306,RUS,,
Bashkortostan Republic,Russia,2021-07-30 05:30:44,54.8573563,57.1439682,47738,755,43900,3083.0,,1174.8598981171183,,,1.581549289873895,64307,RUS,,
Belgorod Oblast,Russia,2021-07-30 05:30:44,50.7080119,37.5837615,44306,882,41254,2170.0,,2858.680307327812,,,1.990701033720038,64308,RUS,,
Bryansk Oblast,Russia,2021-07-30 05:30:44,52.887331499999995,33.415853000000006,53587,782,48610,4195.0,,4425.086417469459,,,1.4593091608039264,64309,RUS,,
Buryatia Republic,Russia,2021-07-30 05:30:44,52.718242599999996,109.492143,51966,1681,46895,3390.0,,5278.356463259425,,,3.234807374052265,64310,RUS,,
Chechen Republic,Russia,2021-07-30 05:30:44,43.397614700000005,45.6985005,15712,309,12940,2463.0,,1093.4034618411795,,,1.9666496945010183,64311,RUS,,
Chelyabinsk Oblast,Russia,2021-07-30 05:30:44,54.4223954,61.1865846,72831,2116,65589,5126.0,,2085.034336892033,,,2.905356235668877,64312,RUS,,
Chukotka Autonomous Okrug,Russia,2021-07-30 05:30:44,66.0006475,169.4900869,1123,9,841,273.0,,2275.6747993839667,,,0.8014247551202137,64313,RUS,,
Chuvashia Republic,Russia,2021-07-30 05:30:44,55.4259922,47.0849429,29142,1707,26546,889.0,,2367.1186410389914,,,5.8575252213300395,64314,RUS,,
Dagestan Republic,Russia,2021-07-30 05:30:44,43.057491600000006,47.1332224,41314,1713,36861,2740.0,,1348.4187559258914,,,4.146294234399961,64315,RUS,,
Ingushetia Republic,Russia,2021-07-30 05:30:44,43.11542075,45.01713552,17522,213,16226,1083.0,,3590.2574158424563,,,1.215614655861203,64316,RUS,,
Irkutsk Oblast,Russia,2021-07-30 05:30:44,56.6370122,104.71922099999999,84629,3655,72358,8616.0,,3520.055569535749,,,4.318850512235758,64317,RUS,,
Ivanovo Oblast,Russia,2021-07-30 05:30:44,56.9167446,41.435213700000006,41163,1383,38005,1775.0,,4056.8828931469693,,,3.3598134246775015,64318,RUS,,
Jewish Autonomous Okrug,Russia,2021-07-30 05:30:44,48.57527615,132.66307460000002,5656,179,4467,1010.0,,3491.0563284654413,,,3.164780763790665,64319,RUS,,
Kabardino-Balkarian Republic,Russia,2021-07-30 05:30:44,43.480604799999995,43.5978976,26830,590,24726,1514.0,,3098.7678846144963,,,2.19903093551994,64320,RUS,,
Kaliningrad Oblast,Russia,2021-07-30 05:30:44,54.7293041,21.1489473,42644,572,39649,2423.0,,4287.55709587482,,,1.341337585592346,64321,RUS,,
Kalmykia Republic,Russia,2021-07-30 05:30:44,46.2313018,45.3275745,24584,473,21654,2457.0,,8926.230787943925,,,1.9240156199153922,64322,RUS,,
Kaluga Oblast,Russia,2021-07-30 05:30:44,54.438277299999996,35.5272854,40870,463,38271,2136.0,,4038.3140853865793,,,1.1328602887203327,64323,RUS,,
Kamchatka Krai,Russia,2021-07-30 05:30:44,57.191488199999995,160.03838190000002,16670,242,14470,1958.0,,5282.722297397934,,,1.4517096580683864,64324,RUS,,
Karachay-Cherkess Republic,Russia,2021-07-30 05:30:44,43.7368326,41.7267991,22268,292,20658,1318.0,,4775.415232519488,,,1.3112987246272678,64325,RUS,,
Karelia Republic,Russia,2021-07-30 05:30:44,62.61940309999999,33.4920267,55488,715,52015,2758.0,,8913.964053694554,,,1.2885668973471742,64326,RUS,,
Kemerovo Oblast,Russia,2021-07-30 05:30:44,54.53357809999999,87.342861,45462,967,42782,1713.0,,1686.9786635902121,,,2.1270511636091682,64327,RUS,,
Khabarovsk Krai,Russia,2021-07-30 05:30:44,51.6312684,136.121524,64818,621,58319,5878.0,,4879.763788656495,,,0.9580672035545682,64328,RUS,,
Khakassia Republic,Russia,2021-07-30 05:30:44,53.72258845,91.44293627,29936,748,26129,3059.0,,5569.353671446086,,,2.498663816141101,64329,RUS,,
Khanty-Mansi Autonomous Okrug,Russia,2021-07-30 05:30:44,61.0259025,69.0982628,64938,930,61233,2775.0,,4238.100614589201,,,1.4321352674859096,64330,RUS,,
Kirov Oblast,Russia,2021-07-30 05:30:44,57.9665589,49.4074599,50054,430,47128,2496.0,,3900.601447276343,,,0.8590722020218164,64331,RUS,,
Komi Republic,Russia,2021-07-30 05:30:44,63.9881421,54.3326073,54619,1198,47522,5899.0,,6495.511212751509,,,2.193375931452425,64332,RUS,,
Kostroma Oblast,Russia,2021-07-30 05:30:44,58.424756,44.253327299999995,26906,597,22364,3945.0,,4182.340469188154,,,2.2188359473723334,64333,RUS,,
Krasnodar Krai,Russia,2021-07-30 05:30:44,45.768401399999995,39.0261044,58524,4137,47050,7337.0,,1044.4335780648246,,,7.068894812384663,64334,RUS,,
Krasnoyarsk Krai,Russia,2021-07-30 05:30:44,63.3233807,97.09799740000001,90033,4395,75326,10312.0,,3129.9528558521006,,,4.881543434074173,64335,RUS,,
Kurgan Oblast,Russia,2021-07-30 05:30:44,55.7655302,64.5632681,25506,485,23303,1718.0,,3016.544515497252,,,1.9015133694032778,64336,RUS,,
Kursk Oblast,Russia,2021-07-30 05:30:44,51.6568453,36.4852695,46072,1079,43180,1813.0,,4131.139838437928,,,2.3419864559819414,64337,RUS,,
Leningrad Oblast,Russia,2021-07-30 05:30:44,60.185329599999996,32.3925325,55609,2079,47033,6497.0,,3065.8567351925444,,,3.7386034634681438,64338,RUS,,
Lipetsk Oblast,Russia,2021-07-30 05:30:44,52.693517799999995,39.112266399999996,39239,1122,33798,4319.0,,3411.4906872798756,,,2.8594000866484874,64339,RUS,,
Magadan Oblast,Russia,2021-07-30 05:30:44,62.48858785,153.9903764,9436,153,8670,613.0,,6548.639401489337,,,1.6214497668503602,64340,RUS,,
Mari El Republic,Russia,2021-07-30 05:30:44,56.576750399999995,47.881751200000004,15960,373,14663,924.0,,2339.0338734899237,,,2.337092731829574,64341,RUS,,
Mordovia Republic,Russia,2021-07-30 05:30:44,54.4419829,44.466114399999995,23725,401,20954,2370.0,,2946.9999602512125,,,1.690200210748156,64342,RUS,,
Moscow,Russia,2021-07-30 05:30:44,55.7504461,37.6174943,1499131,25477,1351297,122357.0,,11986.84552665069,,,1.6994512154041241,64343,RUS,,
Moscow Oblast,Russia,2021-07-30 05:30:44,55.50431579999999,38.0353929,382192,7147,311101,63944.0,,5093.594424383128,,,1.8700025118265164,64344,RUS,,
Murmansk Oblast,Russia,2021-07-30 05:30:44,68.00004179999999,33.9999151,61381,1545,50965,8871.0,,8145.501932833216,,,2.517065541454196,64345,RUS,,
Nenets Autonomous Okrug,Russia,2021-07-30 05:30:44,68.27557185,57.1686375,1552,11,1394,147.0,,3527.5132395390597,,,0.7087628865979382,64346,RUS,,
Nizhny Novgorod Oblast,Russia,2021-07-30 05:30:44,55.47180329999999,44.091159399999995,139484,5012,127081,7391.0,,4312.046178501474,,,3.59324366952482,64347,RUS,,
North Ossetia - Alania Republic,Russia,2021-07-30 05:30:44,42.793361100000006,44.6324493,18628,260,17135,1233.0,,2654.449851445997,,,1.3957483358385228,64348,RUS,,
Novgorod Oblast,Russia,2021-07-30 05:30:44,58.2843833,32.516975699999996,36179,217,33845,2117.0,,5965.4462831175515,,,0.5997954614555405,64349,RUS,,
Novosibirsk Oblast,Russia,2021-07-30 05:30:44,54.9720169,79.48139240000002,52309,2318,44492,5499.0,,1875.6483409463904,,,4.431359804240188,64350,RUS,,
Omsk Oblast,Russia,2021-07-30 05:30:44,56.09352629999999,73.5099936,60476,1649,54502,4325.0,,3085.3826959191993,,,2.7267015014220517,64351,RUS,,
Orel Oblast,Russia,2021-07-30 05:30:44,52.96854329999999,36.0692477,40009,834,37761,1414.0,,5354.186768230585,,,2.084530980529381,64352,RUS,,
Orenburg Oblast,Russia,2021-07-30 05:30:44,52.026926200000005,54.7276647,55621,1249,46507,7865.0,,2812.379912222155,,,2.245554736520379,64353,RUS,,
Penza Oblast,Russia,2021-07-30 05:30:44,53.1655415,44.787918100000006,55741,1557,46254,7930.0,,4185.843931048207,,,2.793276044563248,64354,RUS,,
Perm Krai,Russia,2021-07-30 05:30:44,58.5951603,56.3159546,72151,3168,63922,5061.0,,2750.5773654446875,,,4.390791534420868,64355,RUS,,
Primorsky Krai,Russia,2021-07-30 05:30:44,45.0819456,134.726645,54048,911,47526,5611.0,,2825.245930946448,,,1.6855387803433985,64356,RUS,,
Pskov Oblast,Russia,2021-07-30 05:30:44,57.535872899999994,28.8586826,43408,560,35993,6855.0,,6819.302925475928,,,1.2900847769996313,64357,RUS,,
Rostov Oblast,Russia,2021-07-30 05:30:44,47.6222451,40.7957942,108782,5140,96531,7111.0,,2577.496438770065,,,4.725046423121472,64358,RUS,,
Ryazan Oblast,Russia,2021-07-30 05:30:44,54.422673200000006,40.570524600000006,34917,788,32486,1643.0,,3113.491708233985,,,2.256780364865252,64359,RUS,,
Saint Petersburg,Russia,2021-07-30 05:30:44,59.960673899999996,30.158655100000004,524895,19104,499725,6066.0,,9807.57426986688,,,3.6395850598691166,64360,RUS,,
Sakha (Yakutiya) Republic,Russia,2021-07-30 05:30:44,66.941626,129.642371,44287,888,39614,3785.0,,4592.515010421744,,,2.0051030776525844,64361,RUS,,
Sakhalin Oblast,Russia,2021-07-30 05:30:44,49.7219665,143.448533,27215,119,25410,1686.0,,5552.030780466807,,,0.43725886459672975,64362,RUS,,
Samara Oblast,Russia,2021-07-30 05:30:44,53.2128813,50.8914633,75396,2610,70237,2549.0,,2360.9102700035132,,,3.4617221072735953,64363,RUS,,
Saratov Oblast,Russia,2021-07-30 05:30:44,51.652055499999996,46.86319520000001,72558,1713,67753,3092.0,,2945.9794149292516,,,2.3608699247498555,64364,RUS,,
Smolensk Oblast,Russia,2021-07-30 05:30:44,55.034349600000006,33.0192065,41139,1307,34223,5609.0,,4333.395130131416,,,3.1770339580446776,64365,RUS,,
Stavropol Krai,Russia,2021-07-30 05:30:44,44.863257700000005,43.4406913,63970,1869,56376,5725.0,,2284.09304331743,,,2.921682038455526,64366,RUS,,
Sverdlovsk Oblast,Russia,2021-07-30 05:30:44,58.6414755,61.802154599999994,106402,4315,98908,3179.0,,2460.0162395011994,,,4.055374898968065,64367,RUS,,
Tambov Oblast,Russia,2021-07-30 05:30:44,52.9019574,41.3578918,37494,688,35385,1421.0,,3627.6839481709676,,,1.834960260308316,64368,RUS,,
Tatarstan Republic,Russia,2021-07-30 05:30:44,55.7648572,52.43104273,23823,607,21165,2051.0,,611.7427491163972,,,2.547957855853587,64369,RUS,,
Tomsk Oblast,Russia,2021-07-30 05:30:44,58.6124279,82.04753149999999,36943,500,33381,3062.0,,3426.1045368549912,,,1.3534363749560132,64370,RUS,,
Tula Oblast,Russia,2021-07-30 05:30:44,53.9570701,37.369090899999996,47127,2427,40990,3710.0,,3158.9531154167125,,,5.149914062002674,64371,RUS,,
Tver Oblast,Russia,2021-07-30 05:30:44,57.1134475,35.174442799999994,53131,1324,45016,6791.0,,4138.3376704705215,,,2.491953849918127,64372,RUS,,
Tyumen Oblast,Russia,2021-07-30 05:30:44,58.8206488,70.36588370000001,46001,968,42841,2192.0,,1245.8292709348932,,,2.104302080389557,64373,RUS,,
Tyva Republic,Russia,2021-07-30 05:30:44,51.401714899999995,93.8582593,21001,228,17615,3158.0,,6527.685392979031,,,1.0856625874958334,64374,RUS,,
Udmurt Republic,Russia,2021-07-30 05:30:44,57.1961165,52.69598320000001,39584,1186,33494,4904.0,,2616.183005913906,,,2.996160064672595,64375,RUS,,
Ulyanovsk Oblast,Russia,2021-07-30 05:30:44,54.146317700000004,47.2324921,65108,1968,60822,2318.0,,5222.770728482984,,,3.022670025188917,64376,RUS,,
Vladimir Oblast,Russia,2021-07-30 05:30:44,56.0503336,40.656163299999996,42812,1442,39807,1563.0,,3106.0618702102606,,,3.368214519293656,64377,RUS,,
Volgograd Oblast,Russia,2021-07-30 05:30:44,49.604833899999996,44.29035820000001,70606,1791,62895,5920.0,,2800.407412754494,,,2.5366116194091153,64378,RUS,,
Vologda Oblast,Russia,2021-07-30 05:30:44,60.0391461,43.1215213,54296,1361,48468,4467.0,,4614.303354582222,,,2.5066303226757034,64379,RUS,,
Voronezh Oblast,Russia,2021-07-30 05:30:44,50.9800393,40.15065070000001,103045,3507,95610,3928.0,,4415.391761306179,,,3.4033674608180893,64380,RUS,,
Yamalo-Nenets Autonomous Okrug,Russia,2021-07-30 05:30:44,67.1471631,74.3415488,43364,471,41224,1669.0,,8052.0363125223985,,,1.086154413799465,64381,RUS,,
Yaroslavl Oblast,Russia,2021-07-30 05:30:44,57.778197600000006,39.002109499999996,49336,841,43431,5064.0,,3897.9713735813993,,,1.7046375871574508,64382,RUS,,
Zabaykalsky Krai,Russia,2021-07-30 05:30:44,52.248521000000004,115.956325,55748,924,49990,4834.0,,5196.46608986154,,,1.6574585635359116,64383,RUS,,
Andalusia,Spain,2021-07-30 05:30:44,37.5443,-4.7278,702047,10193,10671,681183.0,,8330.524046251485,,,1.4518970952087253,72401,ESP,,
Aragon,Spain,2021-07-30 05:30:44,41.5976,-0.9057,144767,3574,3772,137421.0,,10962.330359401054,,,2.4687946838713244,72402,ESP,,
Asturias,Spain,2021-07-30 05:30:44,43.3614,-5.8593,65947,1997,1063,62887.0,,6451.445649356049,,,3.028189303531624,72403,ESP,,
Baleares,Spain,2021-07-30 05:30:44,39.710358,2.995148,80977,857,1533,78587.0,,6814.983757216677,,,1.0583252034528323,72404,ESP,,
C. Valenciana,Spain,2021-07-30 05:30:44,39.484,-0.7533,459982,7457,9970,442555.0,,9245.926959544873,,,1.621150392841459,72411,ESP,,
Canarias,Spain,2021-07-30 05:30:44,28.2916,-16.6291,78233,822,1537,75874.0,,3544.925667259202,,,1.0507075019493053,72405,ESP,,
Cantabria,Spain,2021-07-30 05:30:44,43.1828,-3.9878,39250,575,2287,36388.0,,6748.148772180778,,,1.464968152866242,72406,ESP,,
Castilla - La Mancha,Spain,2021-07-30 05:30:44,39.2796,-3.0977,209894,6025,6392,197477.0,,10314.82492553604,,,2.870496536346918,72407,ESP,,
Castilla y Leon,Spain,2021-07-30 05:30:44,41.8357,-4.3976,275604,6973,8716,259915.0,,11446.618042781321,,,2.530079389268661,72408,ESP,,
Catalonia,Spain,2021-07-30 05:30:44,41.5912,1.5209,826896,14802,26203,785891.0,,10928.481340806518,,,1.7900679166424798,72409,ESP,,
Ceuta,Spain,2021-07-30 05:30:44,35.8894,-5.3213,6302,117,163,6022.0,,7429.063174150349,,,1.8565534750872739,72410,ESP,,
Extremadura,Spain,2021-07-30 05:30:44,39.4937,-6.0679,87913,1821,2652,83440.0,,8251.456697052066,,,2.0713660095776505,72412,ESP,,
Galicia,Spain,2021-07-30 05:30:44,42.5751,-8.1339,157306,2442,9204,145660.0,,5825.19669935392,,,1.552388338652054,72413,ESP,,
La Rioja,Spain,2021-07-30 05:30:44,42.2871,-2.5396,35614,782,3107,31725.0,,11357.555386180482,,,2.1957657101140002,72419,ESP,,
Madrid,Spain,2021-07-30 05:30:44,40.4168,-3.7038,810583,15529,40736,754318.0,,12204.544383480668,,,1.9157816041047,72414,ESP,,
Melilla,Spain,2021-07-30 05:30:44,35.2923,-2.9381,9624,97,125,9402.0,,11363.9315613598,,,1.0078969243557772,72415,ESP,,
Murcia,Spain,2021-07-30 05:30:44,37.9922,-1.1307,125501,1614,2180,121707.0,,8436.117588459214,,,1.2860455295176931,72416,ESP,,
Navarra,Spain,2021-07-30 05:30:44,42.6954,-1.6761,75360,1190,3905,70265.0,,11594.80941493601,,,1.5790870488322717,72417,ESP,,
Pais Vasco,Spain,2021-07-30 05:30:44,42.9896,-2.6189,230491,4575,16160,209756.0,,10583.273642257609,,,1.9848931194710422,72418,ESP,,
Unknown,Spain,2021-07-30 05:30:44,,,0,0,,0.0,,,,,,72420,ESP,,
Blekinge,Sweden,2021-07-30 05:30:44,56.2784,15.017999999999999,12909,130,,12779.0,,8088.041802939739,,,1.0070493454179255,75201,SWE,,
Dalarna,Sweden,2021-07-30 05:30:44,61.0917,14.6664,27142,344,,26798.0,,9425.418278546773,,,1.267408444477194,75202,SWE,,
Gavleborg,Sweden,2021-07-30 05:30:44,61.3012,16.1534,36033,560,,35473.0,,12538.363571831222,,,1.5541309355313184,75203,SWE,,
Gotland,Sweden,2021-07-30 05:30:44,57.4684,18.4867,4089,52,,4037.0,,6850.85279630064,,,1.2717045732452923,75204,SWE,,
Halland,Sweden,2021-07-30 05:30:44,56.8967,12.8034,41296,320,,40976.0,,12369.701181375956,,,0.7748934521503293,75205,SWE,,
Jamtland Harjedalen,Sweden,2021-07-30 05:30:44,63.1712,14.9592,12600,121,,12479.0,,9632.291109242413,,,0.9603174603174603,75206,SWE,,
Jonkoping,Sweden,2021-07-30 05:30:44,57.3708,14.3439,43771,553,,43218.0,,12038.261931413454,,,1.2633935710858788,75207,SWE,,
Kalmar,Sweden,2021-07-30 05:30:44,57.235,16.1849,24430,246,,24184.0,,9953.309485589498,,,1.0069586573884568,75208,SWE,,
Kronoberg,Sweden,2021-07-30 05:30:44,56.7183,14.4115,22556,318,,22238.0,,11195.767090718671,,,1.4098244369569073,75209,SWE,,
Norrbotten,Sweden,2021-07-30 05:30:44,66.8309,20.3992,26785,273,,26512.0,,10710.015874094837,,,1.0192271793914505,75210,SWE,,
Orebro,Sweden,2021-07-30 05:30:44,59.535,15.0066,32327,342,,31985.0,,10605.7971489969,,,1.0579391839638692,75211,SWE,,
Ostergotland,Sweden,2021-07-30 05:30:44,58.3454,15.5198,42641,637,,42004.0,,9160.35617998045,,,1.493867404610586,75212,SWE,,
Skane,Sweden,2021-07-30 05:30:44,55.9903,13.5958,157589,1761,,155828.0,,11437.502676315677,,,1.1174637823705968,75213,SWE,,
Sormland,Sweden,2021-07-30 05:30:44,59.0336,16.7519,26023,477,,25546.0,,8746.05095113262,,,1.8329938900203666,75214,SWE,,
Stockholm,Sweden,2021-07-30 05:30:44,59.6025,18.1384,257954,4370,,253584.0,,10851.71266776353,,,1.694100498538499,75215,SWE,,
Uppsala,Sweden,2021-07-30 05:30:44,60.0092,17.2715,40730,540,,40190.0,,10614.70421903871,,,1.325804075619936,75216,SWE,,
Varmland,Sweden,2021-07-30 05:30:44,59.7294,13.2354,20477,214,,20263.0,,7250.702868837947,,,1.0450749621526592,75217,SWE,,
Vasterbotten,Sweden,2021-07-30 05:30:44,65.3337,16.5162,23579,181,,23398.0,,8677.171961020991,,,0.7676322151066627,75218,SWE,,
Vasternorrland,Sweden,2021-07-30 05:30:44,63.4276,17.7292,26965,481,,26484.0,,10990.556232601173,,,1.7837938067865753,75219,SWE,,
Vastmanland,Sweden,2021-07-30 05:30:44,59.6714,16.2159,27756,353,,27403.0,,10062.172596929435,,,1.2717970889177115,75220,SWE,,
Vastra Gotaland,Sweden,2021-07-30 05:30:44,58.2528,13.0596,191762,2383,,189379.0,,11110.96303858725,,,1.2426862464930486,75221,SWE,,
Alabama,US,2021-07-30 05:30:44,32.3182,-86.9023,577463,11510,,,1,11777.303936114995,2756534,,1.9932012960137706,84000001,USA,56219.25340365497,
Alaska,US,2021-07-30 05:30:44,61.3707,-152.4044,74911,386,,,2,10240.108264016568,2485159,,0.5152781300476565,84000002,USA,339713.7565016506,
American Samoa,US,2021-07-30 05:30:44,-14.270999999999999,-170.132,0,0,,,60,0.0,2140,,,16,ASM,3846.0847216980283,
Arizona,US,2021-07-30 05:30:44,33.7298,-111.4312,923204,18200,,,4,12683.608938223591,10665235,,1.971395271250991,84000004,USA,146526.30401758992,
Arkansas,US,2021-07-30 05:30:44,34.9697,-92.3731,382569,6110,,,5,12677.065839928637,3287995,,1.597097517049212,84000005,USA,108953.23221786438,
California,US,2021-07-30 05:30:44,36.1162,-119.6816,3944933,64386,,,6,9984.082647033047,73252199,,1.6321189738837136,84000006,USA,185391.23703568894,
Colorado,US,2021-07-30 05:30:44,39.0598,-105.3111,573907,6935,,,8,9965.850144892907,9419644,,1.2083839367702434,84000008,USA,163571.38094192892,
Connecticut,US,2021-07-30 05:30:44,41.5978,-72.7554,353844,8293,,,9,9924.698909232273,9031558,,2.343688178971524,84000009,USA,253319.24190114287,
Delaware,US,2021-07-30 05:30:44,39.3185,-75.5071,111129,1700,,,10,11412.31345582708,1946970,,1.5297537096527458,84000010,USA,199942.69658767423,
Diamond Princess,US,2021-07-30 05:30:44,,,49,0,,,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2021-07-30 05:30:44,38.8974,-77.0268,50329,1149,,,11,7131.288885992045,1724070,,2.282978004728884,84000011,USA,244289.40033921407,
Florida,US,2021-07-30 05:30:44,27.7663,-81.6868,2523510,38670,,,12,11749.422204024568,24335454,,1.5323894099884685,84000012,USA,113305.48465138576,
Georgia,US,2021-07-30 05:30:44,33.0406,-83.6431,1175845,21665,,,13,11074.674146447778,9442596,,1.8425047519018238,84000013,USA,88934.91386751756,
Grand Princess,US,2021-07-30 05:30:44,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2021-07-30 05:30:44,13.4443,144.7937,8529,143,,,66,5193.35805491113,175411,,1.6766326650252081,316,GUM,106808.78529370575,
Hawaii,US,2021-07-30 05:30:44,21.0943,-157.4983,41303,534,,,15,2917.1422275459927,1829568,,1.2928842941190712,84000015,USA,129218.4604258012,
Idaho,US,2021-07-30 05:30:44,44.2405,-114.4788,199955,2195,,,16,11189.016627822715,823380,,1.0977469930734416,84000016,USA,46074.42930167621,
Illinois,US,2021-07-30 05:30:44,40.3495,-88.9861,1417263,25865,,,17,11184.367266551508,26720724,,1.8249964897129185,84000017,USA,210867.27787584753,
Indiana,US,2021-07-30 05:30:44,39.8494,-86.2583,769875,13999,,,18,11435.679677087153,11181727,,1.8183471342750446,84000018,USA,166092.7400014765,
Iowa,US,2021-07-30 05:30:44,42.0115,-93.2105,378831,6183,,,19,12007.055310975667,1520705,,1.6321261987535338,84000019,USA,48198.7721350081,
Kansas,US,2021-07-30 05:30:44,38.5266,-96.7265,331942,5253,,,20,11393.965772312906,1492954,,1.5825053774454574,84000020,USA,51245.90071650361,
Kentucky,US,2021-07-30 05:30:44,37.6681,-84.6701,481001,7327,,,21,10766.253483636783,5637386,,1.5232816563790927,84000021,USA,126181.70577837725,
Louisiana,US,2021-07-30 05:30:44,31.1695,-91.8678,536366,10968,,,22,11537.74505818068,7510030,,2.044872344630346,84000022,USA,161547.9197400444,
Maine,US,2021-07-30 05:30:44,44.6939,-69.3819,70261,899,,,23,5226.9284904464475,2396828,,1.279514951395511,84000023,USA,178307.29081424657,
Maryland,US,2021-07-30 05:30:44,39.0639,-76.8021,467435,9818,,,24,7731.719177991557,11223164,,2.1003989859552665,84000024,USA,185639.3987111458,
Massachusetts,US,2021-07-30 05:30:44,42.2302,-71.5301,718849,18079,,,25,10429.433255233984,24561812,,2.514992717524821,84000025,USA,356355.4778285914,
Michigan,US,2021-07-30 05:30:44,43.3266,-84.5361,1008429,21165,,,26,10097.561224717647,14561008,,2.098809137777672,84000026,USA,145801.7071837516,
Minnesota,US,2021-07-30 05:30:44,45.6945,-93.9002,612001,7756,,,27,10851.789620315652,9681236,,1.2673181906565512,84000027,USA,171664.32135997526,
Mississippi,US,2021-07-30 05:30:44,32.7416,-89.6787,341862,7533,,,28,11486.723278975616,2044662,,2.203520718886568,84000028,USA,68701.60062550631,
Missouri,US,2021-07-30 05:30:44,38.4561,-92.2884,679845,10072,,,29,11077.03422345647,6023021,,1.4815141686708,84000029,USA,98135.91295897891,
Montana,US,2021-07-30 05:30:44,46.9219,-110.4544,116143,1704,,,30,10866.89658656896,1507054,,1.4671568669657233,84000030,USA,141007.2063609094,
Nebraska,US,2021-07-30 05:30:44,41.1254,-98.2681,228086,2280,,,31,11790.997555841373,3135753,,0.9996229492384452,84000031,USA,162104.0132174805,
Nevada,US,2021-07-30 05:30:44,38.3135,-117.0554,355091,5900,,,32,11528.344668257063,3701591,,1.6615459135827153,84000032,USA,120175.43916606822,
New Hampshire,US,2021-07-30 05:30:44,43.4525,-71.5639,100554,1387,,,33,7395.247960779901,2125687,,1.3793583547148796,84000033,USA,156333.7356247026,
New Jersey,US,2021-07-30 05:30:44,40.2989,-74.521,1037052,26590,,,34,11675.634049710714,14760036,,2.563998719447048,84000034,USA,166175.63911602882,
New Mexico,US,2021-07-30 05:30:44,34.8405,-106.2485,210085,4408,,,35,10019.176575676891,3794036,,2.098198348287598,84000035,USA,180941.60277256754,
New York,US,2021-07-30 05:30:44,42.1657,-74.9481,2144741,53625,,,36,11024.927518411667,60925781,,2.50030190125521,84000036,USA,313185.7504135104,
North Carolina,US,2021-07-30 05:30:44,35.6301,-79.8064,1044877,13618,,,37,9962.51555574879,12862127,,1.3033112988418734,84000037,USA,122635.62153010978,
North Dakota,US,2021-07-30 05:30:44,47.5289,-99.78399999999999,111486,1569,,,38,14629.518333153996,1604989,,1.407351595716054,84000038,USA,210611.3413344321,
Northern Mariana Islands,US,2021-07-30 05:30:44,15.0979,145.6739,183,2,,,69,331.85840707964604,17542,,1.092896174863388,580,MNP,31811.25779776585,
Ohio,US,2021-07-30 05:30:44,40.3888,-82.7649,1126625,20490,,,39,9638.252731176908,14019612,,1.8187063131032952,84000039,USA,119937.48021661206,
Oklahoma,US,2021-07-30 05:30:44,35.5653,-96.9289,478858,7485,,,40,12101.630262137378,4197533,,1.5630938608105116,84000040,USA,106079.44814354212,
Oregon,US,2021-07-30 05:30:44,44.571999999999996,-122.0709,218689,2855,,,41,5184.984270000714,5676409,,1.3055069070689427,84000041,USA,134584.23320372988,
Pennsylvania,US,2021-07-30 05:30:44,40.5908,-77.2098,1228104,27842,,,42,9593.0718265732,15003822,,2.2670718440783517,84000042,USA,117199.14772618536,
Puerto Rico,US,2021-07-30 05:30:44,18.2208,-66.5901,145487,2578,,,72,4555.445825429738,415664,,1.7719796270457153,630,PRI,13015.147975980166,
Rhode Island,US,2021-07-30 05:30:44,41.6809,-71.5118,154153,2739,,,44,14551.507937332033,4598533,,1.7768061601136533,84000044,USA,434085.5477972098,
South Carolina,US,2021-07-30 05:30:44,33.8569,-80.945,614912,9904,,,45,11943.021111679538,6865888,,1.6106369691923397,84000045,USA,133351.51263014413,
South Dakota,US,2021-07-30 05:30:44,44.2998,-99.4388,125225,2045,,,46,14155.171653710639,839052,,1.6330604911159912,84000046,USA,94844.6802666338,
Tennessee,US,2021-07-30 05:30:44,35.7478,-86.6923,891331,12723,,,47,13051.812708242607,8394290,,1.427415853369848,84000047,USA,122918.0864332934,
Texas,US,2021-07-30 05:30:44,31.0545,-97.5635,3119924,53186,,,48,10759.886895659421,26768624,,1.7047210124349184,84000048,USA,92318.71244057044,
Utah,US,2021-07-30 05:30:44,40.15,-111.8624,431256,2450,,,49,13451.70460748394,3696082,,0.5681080379171536,84000049,USA,115287.91082104007,
